Gripper,Object,Close Gripper Force,Shake Gripper Amplitude,Force Move XYZ,Success_Count,,object_dim,,,
geltip_gripper,mug,30,0.5,"[0.0, 0.0, 0.149]",10,,"(0.15093499999999999, 0.146784, 0.243716)",,,
geltip_gripper,mug,30,0.5,"[0.0, 0.0, 0.152]",10,,"(0.15093499999999999, 0.146784, 0.243716)",,,
geltip_gripper,mug,40,0.1,"[0.0, 0.0, 0.149]",10,,"(0.15093499999999999, 0.146784, 0.243716)",,,
geltip_gripper,mug,40,0.1,"[0.0, 0.0, 0.152]",10,,"(0.15093499999999999, 0.146784, 0.243716)",,,
geltip_gripper,mug,40,0.3,"[0.0, 0.0, 0.149]",10,,"(0.15093499999999999, 0.146784, 0.243716)",,,
geltip_gripper,mug,40,0.3,"[0.0, 0.0, 0.152]",10,,"(0.15093499999999999, 0.146784, 0.243716)",,,
geltip_gripper,mug,40,0.5,"[0.0, 0.0, 0.149]",10,,"(0.15093499999999999, 0.146784, 0.243716)",,,
geltip_gripper,mug,40,0.5,"[0.0, 0.0, 0.152]",10,,"(0.15093499999999999, 0.146784, 0.243716)",,,
geltip_gripper,mug,50,0.1,"[0.0, 0.0, 0.149]",10,,"(0.15093499999999999, 0.146784, 0.243716)",,,
geltip_gripper,mug,50,0.1,"[0.0, 0.0, 0.152]",10,,"(0.15093499999999999, 0.146784, 0.243716)",,,
geltip_gripper,mug,50,0.3,"[0.0, 0.0, 0.149]",10,,"(0.15093499999999999, 0.146784, 0.243716)",,,
geltip_gripper,mug,50,0.3,"[0.0, 0.0, 0.152]",10,,"(0.15093499999999999, 0.146784, 0.243716)",,,
geltip_gripper,mug,50,0.5,"[0.0, 0.0, 0.149]",10,,"(0.15093499999999999, 0.146784, 0.243716)",,,
geltip_gripper,mug,50,0.5,"[0.0, 0.0, 0.152]",10,,"(0.15093499999999999, 0.146784, 0.243716)",,,
geltip_gripper,mug,60,0.1,"[0.0, 0.0, 0.149]",10,,"(0.15093499999999999, 0.146784, 0.243716)",,,
geltip_gripper,mug,60,0.1,"[0.0, 0.0, 0.152]",10,,"(0.15093499999999999, 0.146784, 0.243716)",,,
geltip_gripper,mug,60,0.3,"[0.0, 0.0, 0.149]",10,,"(0.15093499999999999, 0.146784, 0.243716)",,,
geltip_gripper,mug,60,0.3,"[0.0, 0.0, 0.152]",10,,"(0.15093499999999999, 0.146784, 0.243716)",,,
geltip_gripper,mug,60,0.5,"[0.0, 0.0, 0.149]",10,,"(0.15093499999999999, 0.146784, 0.243716)",,,
geltip_gripper,mug,60,0.5,"[0.0, 0.0, 0.152]",10,,"(0.15093499999999999, 0.146784, 0.243716)",,,
geltip_gripper,bowl,300,0.1,"[0.0, 0.0, 0.149]",1,,"(0.16181800000000002, 0.161268, 0.055591)",,,
geltip_gripper,bowl,300,0.1,"[0.0, 0.0, 0.152]",0,,"(0.16181800000000002, 0.161268, 0.055591)",,,
geltip_gripper,bowl,300,0.3,"[0.0, 0.0, 0.149]",0,,"(0.16181800000000002, 0.161268, 0.055591)",,,
geltip_gripper,bowl,300,0.3,"[0.0, 0.0, 0.152]",0,,"(0.16181800000000002, 0.161268, 0.055591)",,,
geltip_gripper,bowl,300,0.5,"[0.0, 0.0, 0.149]",0,,"(0.16181800000000002, 0.161268, 0.055591)",,,
geltip_gripper,bowl,300,0.5,"[0.0, 0.0, 0.152]",0,,"(0.16181800000000002, 0.161268, 0.055591)",,,
